Score,Overs,RPO,Target,Lead,Inns,Result,Opposition,Ground,Start Date
,51.5,1.83,0.0,-80,3,draw,Test v Australia,Leeds,1930-07-11
,108.0,2.32,0.0,-94,2,draw,Test v Australia,Manchester,1930-07-25
405.0,171.2,2.36,0.0,405,1,lost,Test v Australia,The Oval,1930-08-16
251.0,99.2,2.52,0.0,-39,3,lost,Test v Australia,The Oval,1930-08-16
193.0,68.1,2.83,0.0,67,2,lost,Test v South Africa,Johannesburg,1930-12-24
211.0,67.3,3.12,240.0,-28,4,lost,Test v South Africa,Johannesburg,1930-12-24
350.0,120.4,2.90,0.0,-163,2,draw,Test v South Africa,Cape Town,1931-01-01
252.0,124.0,2.03,0.0,89,3,draw,Test v South Africa,Cape Town,1931-01-01
,82.0,2.71,0.0,46,2,draw,Test v South Africa,Durban,1931-01-16
442.0,141.4,3.12,0.0,442,1,draw,Test v South Africa,Johannesburg,1931-02-13
,51.1,3.30,0.0,316,3,draw,Test v South Africa,Johannesburg,1931-02-13
230.0,101.2,2.26,0.0,-22,2,draw,Test v South Africa,Durban,1931-02-21
,14.1,5.08,242.0,-169,4,draw,Test v South Africa,Durban,1931-02-21
454.0,134.0,3.38,0.0,230,2,draw,Test v New Zealand,Lord's,1931-06-27
,55.0,2.65,240.0,-93,4,draw,Test v New Zealand,Lord's,1931-06-27
,131.3,3.16,0.0,416,1,won,Test v New Zealand,The Oval,1931-07-29
,71.0,3.15,0.0,224,1,draw,Test v New Zealand,Manchester,1931-08-15
259.0,105.1,2.46,0.0,259,1,won,Test v India,Lord's,1932-06-25
,110.0,2.50,0.0,345,3,won,Test v India,Lord's,1932-06-25
524.0,229.4,2.28,0.0,164,2,won,Test v Australia,Sydney,1932-12-02
,0.1,6.00,1.0,1,4,won,Test v Australia,Sydney,1932-12-02
169.0,85.3,1.97,0.0,-59,2,lost,Test v Australia,Melbourne,1932-12-30
139.0,55.1,2.51,251.0,-111,4,lost,Test v Australia,Melbourne,1932-12-30
341.0,146.1,2.33,0.0,341,1,won,Test v Australia,Adelaide,1933-01-13
412.0,191.3,2.15,0.0,531,3,won,Test v Australia,Adelaide,1933-01-13
356.0,185.4,1.91,0.0,16,2,won,Test v Australia,Brisbane,1933-02-10
,79.4,2.03,160.0,3,4,won,Test v Australia,Brisbane,1933-02-10
454.0,171.2,2.64,0.0,19,2,won,Test v Australia,Sydney,1933-02-23
,71.2,2.35,164.0,5,4,won,Test v Australia,Sydney,1933-02-23
,147.3,3.79,0.0,560,1,draw,Test v New Zealand,Christchurch,1933-03-24
,156.0,3.51,0.0,390,2,draw,Test v New Zealand,Auckland,1933-03-31
296.0,101.0,2.93,0.0,296,1,won,Test v West Indies,Lord's,1933-06-24
374.0,140.4,2.65,0.0,-1,2,draw,Test v West Indies,Manchester,1933-07-22
312.0,108.5,2.86,0.0,312,1,won,Test v West Indies,The Oval,1933-08-12
438.0,136.5,3.20,0.0,219,2,won,Test v India,Mumbai,1933-12-15
,7.2,5.45,40.0,1,4,won,Test v India,Mumbai,1933-12-15
403.0,159.5,2.52,0.0,403,1,draw,Test v India,Eden Gardens,1934-01-05
,5.0,1.40,82.0,-74,4,draw,Test v India,Eden Gardens,1934-01-05
335.0,131.4,2.54,0.0,335,1,won,Test v India,Chennai,1934-02-10
,75.5,3.44,0.0,451,3,won,Test v India,Chennai,1934-02-10
268.0,138.3,1.93,0.0,-106,2,lost,Test v Australia,Nottingham,1934-06-08
141.0,107.4,1.30,380.0,-238,4,lost,Test v Australia,Nottingham,1934-06-08
440.0,198.3,2.21,0.0,440,1,won,Test v Australia,Lord's,1934-06-22
,201.0,3.11,0.0,627,1,draw,Test v Australia,Manchester,1934-07-06
,52.0,2.36,0.0,259,3,draw,Test v Australia,Manchester,1934-07-06
200.0,105.4,1.89,0.0,200,1,draw,Test v Australia,Leeds,1934-07-20
,135.5,1.68,0.0,-155,3,draw,Test v Australia,Leeds,1934-07-20
321.0,117.3,2.73,0.0,-380,2,lost,Test v Australia,The Oval,1934-08-18
145.0,63.3,2.28,708.0,-562,4,lost,Test v Australia,The Oval,1934-08-18
,29.3,2.74,0.0,-21,2,won,Test v West Indies,Bridgetown,1935-01-08
,16.3,4.54,73.0,3,4,won,Test v West Indies,Bridgetown,1935-01-08
258.0,121.0,2.13,0.0,-44,2,lost,Test v West Indies,Port of Spain,1935-01-24
107.0,65.5,1.62,325.0,-217,4,lost,Test v West Indies,Port of Spain,1935-01-24
226.0,113.2,1.99,0.0,226,1,draw,Test v West Indies,Georgetown,1935-02-14
,80.0,2.00,0.0,202,3,draw,Test v West Indies,Georgetown,1935-02-14
271.0,99.2,2.72,0.0,-264,2,lost,Test v West Indies,Kingston,1935-03-14
103.0,54.0,1.90,0.0,-161,3,lost,Test v West Indies,Kingston,1935-03-14
,132.0,2.90,0.0,384,1,draw,Test v South Africa,Nottingham,1935-06-15
198.0,80.3,2.45,0.0,-30,2,lost,Test v South Africa,Lord's,1935-06-29
151.0,67.0,2.25,309.0,-157,4,lost,Test v South Africa,Lord's,1935-06-29
216.0,93.5,2.30,0.0,216,1,draw,Test v South Africa,Leeds,1935-07-13
,79.3,3.69,0.0,339,3,draw,Test v South Africa,Leeds,1935-07-13
357.0,92.1,3.87,0.0,357,1,draw,Test v South Africa,Manchester,1935-07-27
,67.0,3.44,0.0,270,3,draw,Test v South Africa,Manchester,1935-07-27
,132.0,4.04,0.0,58,2,draw,Test v South Africa,The Oval,1935-08-17
134.0,61.1,2.19,0.0,-13,2,won,Test v India,Lord's,1936-06-27
,39.3,2.73,107.0,2,4,won,Test v India,Lord's,1936-06-27
,142.0,4.02,0.0,368,2,draw,Test v India,Manchester,1936-07-25
,129.0,3.65,0.0,471,1,won,Test v India,The Oval,1936-08-15
,13.0,4.92,64.0,1,4,won,Test v India,The Oval,1936-08-15
358.0,113.6x8,2.36,0.0,358,1,won,Test v Australia,Brisbane,1936-12-04
256.0,116.6x8,1.64,0.0,380,3,won,Test v Australia,Brisbane,1936-12-04
,141.2x8,2.26,0.0,426,1,won,Test v Australia,Sydney,1936-12-18
,28.2x8,2.01,0.0,-124,2,lost,Test v Australia,Melbourne,1937-01-01
323.0,78.6x8,3.07,689.0,-365,4,lost,Test v Australia,Melbourne,1937-01-01
330.0,113.4x8,2.18,0.0,42,2,lost,Test v Australia,Adelaide,1937-01-29
243.0,74.0x8,2.46,392.0,-148,4,lost,Test v Australia,Adelaide,1937-01-29
239.0,71.5x8,2.50,0.0,-365,2,lost,Test v Australia,Melbourne,1937-02-26
165.0,49.2x8,2.51,0.0,-200,3,lost,Test v Australia,Melbourne,1937-02-26
424.0,155.3,2.72,0.0,424,1,draw,Test v New Zealand,Lord's,1937-06-26
,42.0,5.38,0.0,355,3,draw,Test v New Zealand,Lord's,1937-06-26
,129.0,2.77,0.0,358,1,won,Test v New Zealand,Manchester,1937-07-24
187.0,60.5,3.07,0.0,264,3,won,Test v New Zealand,Manchester,1937-07-24
,93.0,2.73,0.0,5,2,draw,Test v New Zealand,The Oval,1937-08-14
,9.2,3.32,183.0,-151,4,draw,Test v New Zealand,The Oval,1937-08-14
,188.0,3.50,0.0,658,1,draw,Test v Australia,Nottingham,1938-06-10
494.0,137.3,3.59,0.0,494,1,draw,Test v Australia,Lord's,1938-06-24
,72.0,3.36,0.0,314,3,draw,Test v Australia,Lord's,1938-06-24
223.0,98.1,2.27,0.0,223,1,lost,Test v Australia,Leeds,1938-07-22
123.0,50.5,2.41,0.0,104,3,lost,Test v Australia,Leeds,1938-07-22
,335.2,2.69,0.0,903,1,won,Test v Australia,The Oval,1938-08-20
422.0,113.4x8,2.78,0.0,422,1,draw,Test v South Africa,Johannesburg,1938-12-24
,61.5x8,3.54,0.0,323,3,draw,Test v South Africa,Johannesburg,1938-12-24
,130.7x8,3.20,0.0,559,1,draw,Test v South Africa,Cape Town,1938-12-31
,88.5x8,3.96,0.0,469,1,won,Test v South Africa,Durban,1939-01-20
215.0,64.2x8,2.50,0.0,215,1,draw,Test v South Africa,Johannesburg,1939-02-18
,60.0x8,2.53,0.0,69,3,draw,Test v South Africa,Johannesburg,1939-02-18
316.0,117.6x8,2.01,0.0,-214,2,draw,Test v South Africa,Durban,1939-03-03
,218.2x8,2.24,696.0,-41,4,draw,Test v South Africa,Durban,1939-03-03
,95.0x8,3.18,0.0,127,2,won,Test v West Indies,Lord's,1939-06-24
,17.7x8,4.19,99.0,2,4,won,Test v West Indies,Lord's,1939-06-24
,55.2x8,2.22,0.0,164,1,draw,Test v West Indies,Manchester,1939-07-22
,38.0x8,2.52,0.0,159,3,draw,Test v West Indies,Manchester,1939-07-22
352.0,73.3x8,3.59,0.0,352,1,draw,Test v West Indies,The Oval,1939-08-19
,76.0x8,3.61,0.0,220,3,draw,Test v West Indies,The Oval,1939-08-19
428.0,169.4,2.52,0.0,228,2,won,Test v India,Lord's,1946-06-22
,16.5,2.85,48.0,1,4,won,Test v India,Lord's,1946-06-22
294.0,129.0,2.27,0.0,294,1,draw,Test v India,Manchester,1946-07-20
,61.0,2.50,0.0,277,3,draw,Test v India,Manchester,1946-07-20
,50.0,1.90,0.0,-236,2,draw,Test v India,The Oval,1946-08-17
141.0,61.5x8,1.71,0.0,-504,2,lost,Test v Australia,Brisbane,1946-11-29
172.0,43.7x8,2.94,0.0,-332,3,lost,Test v Australia,Brisbane,1946-11-29
255.0,96.1x8,1.98,0.0,255,1,lost,Test v Australia,Sydney,1946-12-13
371.0,106.4x8,2.61,0.0,-33,3,lost,Test v Australia,Sydney,1946-12-13
351.0,108.5x8,2.42,0.0,-14,2,draw,Test v Australia,Melbourne,1947-01-01
,100.0x8,2.32,551.0,-240,4,draw,Test v Australia,Melbourne,1947-01-01
460.0,153.0x8,2.25,0.0,460,1,draw,Test v Australia,Adelaide,1947-01-31
,125.1x8,2.03,0.0,313,3,draw,Test v Australia,Adelaide,1947-01-31
280.0,94.3x8,2.22,0.0,280,1,lost,Test v Australia,Sydney,1947-02-28
186.0,60.4x8,2.30,0.0,213,3,lost,Test v Australia,Sydney,1947-02-28
,83.0,3.19,0.0,-80,2,draw,Test v New Zealand,Christchurch,1947-03-21
208.0,113.1,1.83,0.0,-325,2,draw,Test v South Africa,Nottingham,1947-06-07
551.0,226.2,2.43,0.0,226,3,draw,Test v South Africa,Nottingham,1947-06-07
,215.0,2.57,0.0,554,1,won,Test v South Africa,Lord's,1947-06-21
,12.1,2.13,26.0,1,4,won,Test v South Africa,Lord's,1947-06-21
478.0,151.3,3.15,0.0,139,2,won,Test v South Africa,Manchester,1947-07-05
,36.5,3.52,129.0,2,4,won,Test v South Africa,Manchester,1947-07-05
,154.0,2.05,0.0,142,2,won,Test v South Africa,Leeds,1947-07-26
,15.4,3.00,43.0,5,4,won,Test v South Africa,Leeds,1947-07-26
427.0,190.0,2.24,0.0,427,1,draw,Test v South Africa,The Oval,1947-08-16
,77.0,4.22,0.0,450,3,draw,Test v South Africa,The Oval,1947-08-16
253.0,110.2,2.29,0.0,-43,2,draw,Test v West Indies,Bridgetown,1948-01-21
,45.4,1.88,395.0,-308,4,draw,Test v West Indies,Bridgetown,1948-01-21
362.0,143.3,2.52,0.0,362,1,draw,Test v West Indies,Port of Spain,1948-02-11
275.0,113.2,2.42,0.0,140,3,draw,Test v West Indies,Port of Spain,1948-02-11
111.0,50.2,2.20,0.0,-186,2,lost,Test v West Indies,Georgetown,1948-03-03
263.0,106.4,2.46,0.0,77,3,lost,Test v West Indies,Georgetown,1948-03-03
227.0,128.5,1.76,0.0,227,1,lost,Test v West Indies,Kingston,1948-03-27
336.0,153.0,2.19,0.0,73,3,lost,Test v West Indies,Kingston,1948-03-27
165.0,79.0,2.08,0.0,165,1,lost,Test v Australia,Nottingham,1948-06-10
441.0,183.0,2.40,0.0,97,3,lost,Test v Australia,Nottingham,1948-06-10
215.0,102.4,2.09,0.0,-135,2,lost,Test v Australia,Lord's,1948-06-24
186.0,78.1,2.37,596.0,-409,4,lost,Test v Australia,Lord's,1948-06-24
363.0,171.5,2.11,0.0,363,1,draw,Test v Australia,Manchester,1948-07-08
,69.0,2.52,0.0,316,3,draw,Test v Australia,Manchester,1948-07-08
496.0,192.1,2.58,0.0,496,1,lost,Test v Australia,Leeds,1948-07-22
,107.0,3.41,0.0,403,3,lost,Test v Australia,Leeds,1948-07-22
52.0,42.1,1.23,0.0,52,1,lost,Test v Australia,The Oval,1948-08-14
188.0,105.3,1.78,0.0,-149,3,lost,Test v Australia,The Oval,1948-08-14
253.0,99.4x8,1.90,0.0,92,2,won,Test v South Africa,Durban,1948-12-16
,28.0x8,3.42,128.0,1,4,won,Test v South Africa,Durban,1948-12-16
608.0,149.5x8,3.04,0.0,608,1,draw,Test v South Africa,Johannesburg,1948-12-27
308.0,91.2x8,2.53,0.0,308,1,draw,Test v South Africa,Cape Town,1949-01-01
,96.0x8,2.15,0.0,228,3,draw,Test v South Africa,Cape Town,1949-01-01
379.0,105.7x8,2.68,0.0,379,1,draw,Test v South Africa,Johannesburg,1949-02-12
,78.2x8,2.42,0.0,375,3,draw,Test v South Africa,Johannesburg,1949-02-12
395.0,141.4x8,2.09,0.0,16,2,won,Test v South Africa,Gqeberha,1949-03-05
,23.7x8,5.46,172.0,3,4,won,Test v South Africa,Gqeberha,1949-03-05
372.0,127.3,2.91,0.0,372,1,draw,Test v New Zealand,Leeds,1949-06-11
,68.0,3.92,0.0,298,3,draw,Test v New Zealand,Leeds,1949-06-11
,103.1,3.03,0.0,313,1,draw,Test v New Zealand,Lord's,1949-06-25
,103.0,2.97,0.0,135,3,draw,Test v New Zealand,Lord's,1949-06-25
,128.0,3.43,0.0,147,2,draw,Test v New Zealand,Manchester,1949-07-23
482.0,117.2,4.10,0.0,137,2,draw,Test v New Zealand,The Oval,1949-08-13
312.0,128.3,2.42,0.0,312,1,won,Test v West Indies,Manchester,1950-06-08
288.0,141.5,2.03,0.0,385,3,won,Test v West Indies,Manchester,1950-06-08
151.0,106.4,1.41,0.0,-175,2,lost,Test v West Indies,Lord's,1950-06-24
274.0,191.3,1.43,601.0,-326,4,lost,Test v West Indies,Lord's,1950-06-24
223.0,98.4,2.26,0.0,223,1,lost,Test v West Indies,Nottingham,1950-07-20
436.0,245.2,1.77,0.0,101,3,lost,Test v West Indies,Nottingham,1950-07-20
344.0,179.4,1.91,0.0,-159,2,lost,Test v West Indies,The Oval,1950-08-12
103.0,69.3,1.48,0.0,-56,3,lost,Test v West Indies,The Oval,1950-08-12
,22.0x8,2.31,0.0,-160,2,lost,Test v Australia,Brisbane,1950-12-01
122.0,38.0x8,2.40,193.0,-70,4,lost,Test v Australia,Brisbane,1950-12-01
197.0,62.0x8,2.38,0.0,3,2,lost,Test v Australia,Melbourne,1950-12-22
150.0,63.7x8,1.76,179.0,-28,4,lost,Test v Australia,Melbourne,1950-12-22
290.0,98.7x8,2.19,0.0,290,1,lost,Test v Australia,Sydney,1951-01-05
123.0,52.4x8,1.75,0.0,-13,3,lost,Test v Australia,Sydney,1951-01-05
272.0,92.3x8,2.20,0.0,-99,2,lost,Test v Australia,Adelaide,1951-02-02
228.0,78.6x8,2.17,503.0,-274,4,lost,Test v Australia,Adelaide,1951-02-02
320.0,90.7x8,2.64,0.0,103,2,won,Test v Australia,Melbourne,1951-02-23
,29.6x8,2.39,95.0,1,4,won,Test v Australia,Melbourne,1951-02-23
550.0,221.3,2.48,0.0,133,2,draw,Test v New Zealand,Christchurch,1951-03-17
227.0,97.0,2.34,0.0,102,2,won,Test v New Zealand,Wellington,1951-03-24
,45.2,2.00,88.0,4,4,won,Test v New Zealand,Wellington,1951-03-24
,163.2,2.56,0.0,-64,2,lost,Test v South Africa,Nottingham,1951-06-07
114.0,65.2,1.74,186.0,-71,4,lost,Test v South Africa,Nottingham,1951-06-07
311.0,107.4,2.88,0.0,311,1,won,Test v South Africa,Lord's,1951-06-21
,3.5,4.17,16.0,1,4,won,Test v South Africa,Lord's,1951-06-21
211.0,85.3,2.46,0.0,53,2,won,Test v South Africa,Manchester,1951-07-05
,51.3,2.75,139.0,4,4,won,Test v South Africa,Manchester,1951-07-05
505.0,224.5,2.24,0.0,-33,2,draw,Test v South Africa,Leeds,1951-07-26
194.0,87.0,2.22,0.0,-8,2,won,Test v South Africa,The Oval,1951-08-16
,62.1,2.63,163.0,2,4,won,Test v South Africa,The Oval,1951-08-16
203.0,102.3,1.98,0.0,203,1,draw,Test v India,Delhi,1951-11-02
,221.0,1.66,0.0,153,3,draw,Test v India,Delhi,1951-11-02
456.0,207.1,2.20,0.0,-29,2,draw,Test v India,Brabourne,1951-12-14
,36.0,1.52,238.0,-182,4,draw,Test v India,Brabourne,1951-12-14
342.0,159.5,2.13,0.0,342,1,draw,Test v India,Eden Gardens,1951-12-30
,120.0,2.10,0.0,250,3,draw,Test v India,Eden Gardens,1951-12-30
203.0,95.1,2.13,0.0,82,2,won,Test v India,Kanpur,1952-01-12
,19.2,3.93,76.0,1,4,won,Test v India,Kanpur,1952-01-12
266.0,121.5,2.18,0.0,266,1,lost,Test v India,Chennai,1952-02-06
183.0,75.5,2.41,0.0,-8,3,lost,Test v India,Chennai,1952-02-06
334.0,165.2,2.02,0.0,41,2,won,Test v India,Leeds,1952-06-05
,55.0,2.32,125.0,4,4,won,Test v India,Leeds,1952-06-05
537.0,206.4,2.59,0.0,302,2,won,Test v India,Lord's,1952-06-19
,49.2,1.60,77.0,3,4,won,Test v India,Lord's,1952-06-19
,144.0,2.40,0.0,347,1,won,Test v India,Manchester,1952-07-17
,154.0,2.11,0.0,326,1,draw,Test v India,The Oval,1952-08-14
144.0,72.4,1.98,0.0,-105,2,draw,Test v Australia,Nottingham,1953-06-11
,58.0,2.06,229.0,-108,4,draw,Test v Australia,Nottingham,1953-06-11
372.0,126.5,2.93,0.0,26,2,draw,Test v Australia,Lord's,1953-06-25
,126.0,2.23,343.0,-60,4,draw,Test v Australia,Lord's,1953-06-25
276.0,120.0,2.30,0.0,-42,2,draw,Test v Australia,Manchester,1953-07-09
167.0,109.4,1.52,0.0,167,1,draw,Test v Australia,Leeds,1953-07-23
275.0,177.3,1.54,0.0,176,3,draw,Test v Australia,Leeds,1953-07-23
306.0,142.3,2.14,0.0,31,2,won,Test v Australia,The Oval,1953-08-15
,63.5,2.06,132.0,1,4,won,Test v Australia,The Oval,1953-08-15
170.0,89.2,1.90,0.0,-247,2,lost,Test v West Indies,Kingston,1954-01-15
316.0,129.3,2.44,457.0,-140,4,lost,Test v West Indies,Kingston,1954-01-15
181.0,150.5,1.20,0.0,-202,2,lost,Test v West Indies,Bridgetown,1954-02-06
313.0,139.4,2.24,495.0,-181,4,lost,Test v West Indies,Bridgetown,1954-02-06
435.0,220.0,1.97,0.0,435,1,won,Test v West Indies,Georgetown,1954-02-24
,20.1,3.71,73.0,3,4,won,Test v West Indies,Georgetown,1954-02-24
537.0,221.2,2.42,0.0,-144,2,draw,Test v West Indies,Port of Spain,1954-03-17
,30.0,3.26,357.0,-258,4,draw,Test v West Indies,Port of Spain,1954-03-17
414.0,176.5,2.34,0.0,275,2,won,Test v West Indies,Kingston,1954-03-30
,15.5,4.54,72.0,1,4,won,Test v West Indies,Kingston,1954-03-30
,31.0,3.77,0.0,30,2,draw,Test v Pakistan,Lord's,1954-06-10
,139.0,4.01,0.0,401,2,won,Test v Pakistan,Nottingham,1954-07-01
,129.0,2.78,0.0,359,1,draw,Test v Pakistan,Manchester,1954-07-22
130.0,59.3,2.18,0.0,-3,2,lost,Test v Pakistan,The Oval,1954-08-12
143.0,68.0,2.10,168.0,-24,4,lost,Test v Pakistan,The Oval,1954-08-12
190.0,76.1x8,1.87,0.0,-411,2,lost,Test v Australia,Brisbane,1954-11-26
257.0,90.1x8,2.13,0.0,-154,3,lost,Test v Australia,Brisbane,1954-11-26
154.0,54.3x8,2.12,0.0,154,1,won,Test v Australia,Sydney,1954-12-17
296.0,104.3x8,2.12,0.0,222,3,won,Test v Australia,Sydney,1954-12-17
191.0,67.6x8,2.11,0.0,191,1,won,Test v Australia,Melbourne,1954-12-31
279.0,100.5x8,2.07,0.0,239,3,won,Test v Australia,Melbourne,1954-12-31
341.0,140.6x8,1.81,0.0,18,2,won,Test v Australia,Adelaide,1955-01-28
,30.4x8,2.38,94.0,4,4,won,Test v Australia,Adelaide,1955-01-28
,94.6x8,2.93,0.0,371,1,draw,Test v Australia,Sydney,1955-02-25
,92.5,2.25,0.0,84,2,won,Test v New Zealand,Dunedin,1955-03-11
,15.2,3.19,49.0,1,4,won,Test v New Zealand,Dunedin,1955-03-11
246.0,119.1,2.06,0.0,46,2,won,Test v New Zealand,Auckland,1955-03-25
334.0,168.4,1.98,0.0,334,1,won,Test v South Africa,Nottingham,1955-06-09
133.0,54.2,2.44,0.0,133,1,won,Test v South Africa,Lord's,1955-06-23
353.0,149.5,2.35,0.0,182,3,won,Test v South Africa,Lord's,1955-06-23
284.0,126.0,2.25,0.0,284,1,lost,Test v South Africa,Manchester,1955-07-07
381.0,173.5,2.19,0.0,144,3,lost,Test v South Africa,Manchester,1955-07-07
191.0,89.5,2.12,0.0,20,2,lost,Test v South Africa,Leeds,1955-07-21
256.0,142.1,1.80,481.0,-224,4,lost,Test v South Africa,Leeds,1955-07-21
151.0,89.4,1.68,0.0,151,1,won,Test v South Africa,The Oval,1955-08-13
204.0,123.4,1.64,0.0,243,3,won,Test v South Africa,The Oval,1955-08-13
,103.4,2.09,0.0,217,1,draw,Test v Australia,Nottingham,1956-06-07
,61.0,3.08,0.0,257,3,draw,Test v Australia,Nottingham,1956-06-07
171.0,82.0,2.08,0.0,-114,2,lost,Test v Australia,Lord's,1956-06-21
186.0,99.2,1.87,372.0,-185,4,lost,Test v Australia,Lord's,1956-06-21
325.0,167.4,1.93,0.0,325,1,won,Test v Australia,Leeds,1956-07-12
459.0,158.3,2.89,0.0,459,1,won,Test v Australia,Manchester,1956-07-26
247.0,109.2,2.25,0.0,247,1,draw,Test v Australia,The Oval,1956-08-23
,61.0,2.98,0.0,227,3,draw,Test v Australia,The Oval,1956-08-23
268.0,118.5x8,1.69,0.0,268,1,won,Test v South Africa,Johannesburg,1956-12-24
150.0,66.6x8,1.68,0.0,203,3,won,Test v South Africa,Johannesburg,1956-12-24
369.0,135.2x8,2.04,0.0,369,1,won,Test v South Africa,Cape Town,1957-01-01
,63.5x8,2.59,0.0,384,3,won,Test v South Africa,Cape Town,1957-01-01
218.0,94.3x8,1.73,0.0,218,1,draw,Test v South Africa,Durban,1957-01-25
254.0,107.7x8,1.76,0.0,189,3,draw,Test v South Africa,Durban,1957-01-25
251.0,114.2x8,1.64,0.0,-89,2,lost,Test v South Africa,Johannesburg,1957-02-15
214.0,78.0x8,2.05,232.0,-17,4,lost,Test v South Africa,Johannesburg,1957-02-15
110.0,61.3x8,1.34,0.0,-54,2,lost,Test v South Africa,Gqeberha,1957-03-01
130.0,58.3x8,1.67,189.0,-58,4,lost,Test v South Africa,Gqeberha,1957-03-01
186.0,79.4,2.33,0.0,186,1,draw,Test v West Indies,Birmingham,1957-05-30
,258.0,2.25,0.0,295,3,draw,Test v West Indies,Birmingham,1957-05-30
424.0,123.3,3.43,0.0,297,2,won,Test v West Indies,Lord's,1957-06-20
,212.0,2.91,0.0,619,1,draw,Test v West Indies,Nottingham,1957-07-04
,17.0,3.76,121.0,-56,4,draw,Test v West Indies,Nottingham,1957-07-04
279.0,124.2,2.24,0.0,137,2,won,Test v West Indies,Leeds,1957-07-25
412.0,176.3,2.33,0.0,412,1,won,Test v West Indies,The Oval,1957-08-22
221.0,75.5,2.91,0.0,221,1,won,Test v New Zealand,Birmingham,1958-06-05
,96.2,2.23,0.0,342,3,won,Test v New Zealand,Birmingham,1958-06-05
269.0,123.4,2.17,0.0,269,1,won,Test v New Zealand,Lord's,1958-06-19
,102.0,2.61,0.0,200,2,won,Test v New Zealand,Leeds,1958-07-03
,129.3,2.81,0.0,98,2,won,Test v New Zealand,Manchester,1958-07-24
,68.5,3.18,0.0,58,2,draw,Test v New Zealand,The Oval,1958-08-21
134.0,59.4x8,1.68,0.0,134,1,lost,Test v Australia,Brisbane,1958-12-05
198.0,119.2x8,1.24,0.0,146,3,lost,Test v Australia,Brisbane,1958-12-05
259.0,98.5x8,1.96,0.0,259,1,lost,Test v Australia,Melbourne,1958-12-31
87.0,31.2x8,2.08,0.0,38,3,lost,Test v Australia,Melbourne,1958-12-31
219.0,82.4x8,1.99,0.0,219,1,draw,Test v Australia,Sydney,1959-01-09
,109.0x8,1.97,0.0,149,3,draw,Test v Australia,Sydney,1959-01-09
240.0,74.1x8,2.42,0.0,-236,2,lost,Test v Australia,Adelaide,1959-01-30
270.0,101.3x8,1.99,0.0,34,3,lost,Test v Australia,Adelaide,1959-01-30
205.0,64.5x8,2.37,0.0,205,1,lost,Test v Australia,Melbourne,1959-02-13
214.0,54.4x8,2.94,0.0,68,3,lost,Test v Australia,Melbourne,1959-02-13
374.0,142.1,2.63,0.0,374,1,won,Test v New Zealand,Christchurch,1959-02-27
,118.0,2.63,0.0,130,2,draw,Test v New Zealand,Auckland,1959-03-14
422.0,143.2,2.94,0.0,422,1,won,Test v India,Nottingham,1959-06-04
226.0,84.4,2.66,0.0,58,2,won,Test v India,Lord's,1959-06-18
,27.2,3.95,108.0,1,4,won,Test v India,Lord's,1959-06-18
,174.3,2.76,0.0,322,2,won,Test v India,Leeds,1959-07-02
490.0,174.1,2.81,0.0,490,1,won,Test v India,Manchester,1959-07-23
,90.0,2.94,0.0,547,3,won,Test v India,Manchester,1959-07-23
361.0,147.3,2.44,0.0,221,2,won,Test v India,The Oval,1959-08-20
482.0,188.4,2.55,0.0,482,1,draw,Test v West Indies,Bridgetown,1960-01-06
,42.0,1.69,0.0,-10,3,draw,Test v West Indies,Bridgetown,1960-01-06
382.0,143.5,2.65,0.0,382,1,won,Test v West Indies,Port of Spain,1960-01-28
,90.4,2.53,0.0,500,3,won,Test v West Indies,Port of Spain,1960-01-28
277.0,104.2,2.65,0.0,277,1,draw,Test v West Indies,Kingston,1960-02-17
305.0,123.3,2.46,0.0,229,3,draw,Test v West Indies,Kingston,1960-02-17
295.0,119.2,2.47,0.0,295,1,draw,Test v West Indies,Georgetown,1960-03-09
,149.2,2.23,0.0,227,3,draw,Test v West Indies,Georgetown,1960-03-09
393.0,123.2,3.18,0.0,393,1,draw,Test v West Indies,Port of Spain,1960-03-25
,124.0,2.82,0.0,405,3,draw,Test v West Indies,Port of Spain,1960-03-25
292.0,150.5,1.93,0.0,292,1,won,Test v South Africa,Birmingham,1960-06-09
203.0,86.0,2.36,0.0,309,3,won,Test v South Africa,Birmingham,1960-06-09
,129.0,2.80,0.0,362,1,won,Test v South Africa,Lord's,1960-06-23
287.0,125.3,2.28,0.0,287,1,won,Test v South Africa,Nottingham,1960-07-07
,14.4,3.34,49.0,1,4,won,Test v South Africa,Nottingham,1960-07-07
260.0,93.0,2.79,0.0,260,1,draw,Test v South Africa,Manchester,1960-07-21
,75.0,2.04,0.0,184,3,draw,Test v South Africa,Manchester,1960-07-21
155.0,76.3,2.02,0.0,155,1,draw,Test v South Africa,The Oval,1960-08-18
,157.0,3.05,0.0,215,3,draw,Test v South Africa,The Oval,1960-08-18
195.0,84.3,2.30,0.0,195,1,draw,Test v Australia,Birmingham,1961-06-08
,154.0,2.60,0.0,80,3,draw,Test v Australia,Birmingham,1961-06-08
206.0,78.3,2.62,0.0,206,1,lost,Test v Australia,Lord's,1961-06-22
202.0,97.0,2.08,0.0,68,3,lost,Test v Australia,Lord's,1961-06-22
299.0,149.0,2.00,0.0,62,2,won,Test v Australia,Leeds,1961-07-06
,23.0,2.69,59.0,4,4,won,Test v Australia,Leeds,1961-07-06
